Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-2_1-12_Rate_Per_1000,HBIPS-2_1-12_Num,HBIPS-2_1-12_Den,HBIPS-2_1-12_Footnote,HBIPS-2_13-17_Rate_Per_1000,HBIPS-2_13-17_Num,HBIPS-2_13-17_Den,HBIPS-2_13-17_Footnote,HBIPS-2_18-64_Rate_Per_1000,HBIPS-2_18-64_Num,HBIPS-2_18-64_Den,HBIPS-2_18-64_Footnote,HBIPS-2_65_Over_Rate_Per_1000,HBIPS-2_65_Over_Num,HBIPS-2_65_Over_Den,HBIPS-2_65_Over_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-3_1-12_Rate_Per_1000,HBIPS-3_1-12_Num,HBIPS-3_1-12_Den,HBIPS-3_1-12_Footnote,HBIPS-3_13-17_Rate_Per_1000,HBIPS-3_13-17_Num,HBIPS-3_13-17_Den,HBIPS-3_13-17_Footnote,HBIPS-3_18-64_Rate_Per_1000,HBIPS-3_18-64_Num,HBIPS-3_18-64_Den,HBIPS-3_18-64_Footnote,HBIPS-3_65_Over_Rate_Per_1000,HBIPS-3_65_Over_Num,HBIPS-3_65_Over_Den,HBIPS-3_65_Over_Footnote,HBIPS-4_Measure_Description,HBIPS-4_Overall_%_of_Total,HBIPS-4_Overall_Num,HBIPS-4_Overall_Den,HBIPS-4_Overall_Footnote,HBIPS-4_1-12_%_of_Total,HBIPS-4_1-12_Num,HBIPS-4_1-12_Den,HBIPS-4_1-12_Footnote,HBIPS-4_13-17_%_of_Total,HBIPS-4_13-17_Num,HBIPS-4_13-17_Den,HBIPS-4_13-17_Footnote,HBIPS-4_18-64_%_of_Total,HBIPS-4_18-64_Num,HBIPS-4_18-64_Den,HBIPS-4_18-64_Footnote,HBIPS-4_65_Over_%_of_Total,HBIPS-4_65_Over_Num,HBIPS-4_65_Over_Den,HBIPS-4_65_Over_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-5_1-12_%_of_Total,HBIPS-5_1-12_Num,HBIPS-5_1-12_Den,HBIPS-5_1-12_Footnote,HBIPS-5_13-17_%_of_Total,HBIPS-5_13-17_Num,HBIPS-5_13-17_Den,HBIPS-5_13-17_Footnote,HBIPS-5_18-64_%_of_Total,HBIPS-5_18-64_Num,HBIPS-5_18-64_Den,HBIPS-5_18-64_Footnote,HBIPS-5_65_Over_%_of_Total,HBIPS-5_65_Over_Num,HBIPS-5_65_Over_Den,HBIPS-5_65_Over_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-6_1-12_%_of_Total,HBIPS-6_1-12_Num,HBIPS-6_1-12_Den,HBIPS-6_1-12_Footnote,HBIPS-6_13-17_%_of_Total,HBIPS-6_13-17_Num,HBIPS-6_13-17_Den,HBIPS-6_13-17_Footnote,HBIPS-6_18-64_%_of_Total,HBIPS-6_18-64_Num,HBIPS-6_18-64_Den,HBIPS-6_18-64_Footnote,HBIPS-6_65_Over_%_of_Total,HBIPS-6_65_Over_Num,HBIPS-6_65_Over_Den,HBIPS-6_65_Over_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,HBIPS-7_1-12_%_of_Total,HBIPS-7_1-12_Num,HBIPS-7_1-12_Den,HBIPS-7_1-12_Footnote,HBIPS-7_13-17_%_of_Total,HBIPS-7_13-17_Num,HBIPS-7_13-17_Den,HBIPS-7_13-17_Footnote,HBIPS-7_18-64_%_of_Total,HBIPS-7_18-64_Num,HBIPS-7_18-64_Den,HBIPS-7_18-64_Footnote,HBIPS-7_65_Over_%_of_Total,HBIPS-7_65_Over_Num,HBIPS-7_65_Over_Den,HBIPS-7_65_Over_Footnote,SUB-1_Measure_Description,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote,PEoC_Measure_Description,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Measure_Description,EHR_Use_Response,EHR_Use_Footnote,HIE_Measure_Description,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH_Measure_Description,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date
"400128","HOSPITAL PAVIA HATO REY, INC","AVE PONCE DE LEON 435","HATO REY","PR","00919","SAN JUAN","Hours of physical-restraint use","10.10","39.5","163","","Not Available","0","0","7","Not Available","0","0","7","17.45","33.5","80","","3.01","6","83","","Hours of seclusion","0.00","0","163","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","80","","0.00","0","83","","Patients discharged on multiple antipsychotic medications","0.00%","0","158","","Not Available","0","0","7","Not Available","0","0","7","0.00%","0","119","","0.00%","0","39","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Post-discharge continuing care plan created","100.00%","163","163","","Not Available","0","0","7","Not Available","0","0","7","100.00%","122","122","","100.00%","41","41","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00%","163","163","","Not Available","0","0","7","Not Available","0","0","7","100.00%","122","122","","100.00%","41","41","","Alcohol Use Screening","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"404004","FIRST HOSPITAL PANAMERICANO","STATE ROAD 787 KM 1  5","CIDRA","PR","00739","CIDRA","Hours of physical-restraint use","0.27","422.75","65579","","0.00","0","161","","0.28","74.17","10978","","0.28","328.56","48618","","0.14","20.02","5822","","Hours of seclusion","0.02","30.09","65579","","0.00","0","161","","0.00","0","10978","","0.03","30.09","48618","","0.00","0","5822","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","0.00%","0","15","","0.00%","0","253","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.69%","1598","1603","","100.00%","24","24","","100.00%","371","371","","99.67%","908","911","","99.33%","295","297","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","92.51%","1483","1603","","91.67%","22","24","","86.79%","322","371","","94.40%","860","911","","93.94%","279","297","","Alcohol Use Screening","85.13%","790","928","","Assessment of Patient Experience of Care","Yes","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"404005","SAN JUAN CAPESTRANO PSYCIATRIC HOSPITAL","CARR 877 KM 1 6 CAMINO LAS LOMAS RR2","RIO PIEDRAS","PR","00928","SAN JUAN","Hours of physical-restraint use","0.22","205.08","38527","","0.00","0","27","","0.37","36.24","4034","","0.23","165.42","30616","","0.04","3.42","3850","","Hours of seclusion","0.08","74.75","38527","","0.00","0","27","","0.06","5.58","4034","","0.09","69.17","30616","","0.00","0","3850","","Patients discharged on multiple antipsychotic medications","91.87%","995","1083","","Not Available","Not Available","Not Available","1","78.69%","144","183","","94.97%","679","715","","93.89%","169","180","","Patients discharged on multiple antipsychotic medications with appropriate justification","99.03%","917","926","","Not Available","Not Available","Not Available","1","100.00%","138","138","","98.89%","621","628","","98.73%","156","158","","Post-discharge continuing care plan created","100.00%","1087","1087","","Not Available","Not Available","Not Available","1","100.00%","184","184","","100.00%","718","718","","100.00%","180","180","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","99.91%","1086","1087","","Not Available","Not Available","Not Available","1","100.00%","184","184","","99.86%","717","718","","100.00%","180","180","","Alcohol Use Screening","94.47%","803","850","","Assessment of Patient Experience of Care","Yes","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","Yes","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"404007","HOSPITAL PSIQUIATRICO METROPOLITANO CABO ROJO","108 MUNOZ RIVERA STREET","BO BALLAJA","PR","00623","CABO ROJO","Hours of physical-restraint use","0.53","113.41","8979","","Not Available","0","0","7","Not Available","0","0","7","0.53","113.41","8979","","Not Available","0","0","7","Hours of seclusion","0.07","15","8979","","Not Available","0","0","7","Not Available","0","0","7","0.07","15","8979","","Not Available","0","0","7","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Post-discharge continuing care plan created","95.84%","392","409","","Not Available","0","0","7","Not Available","0","0","7","95.84%","392","409","","Not Available","0","0","7","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","94.38%","386","409","","Not Available","0","0","7","Not Available","0","0","7","94.38%","386","409","","Not Available","0","0","7","Alcohol Use Screening","0.00%","0","2114","","Assessment of Patient Experience of Care","No","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"404008","INSPIRA BEHAVIOR CARE CORP","CALLE GUADALUPE 184 (ANTIGUO HOSPITAL SAN LUCAS)","PONCE","PR","00733","PONCE","Hours of physical-restraint use","0.63","110.66","7280","","Not Available","0","0","7","Not Available","0","0","7","0.64","102.66","6692","","0.57","8","588","","Hours of seclusion","0.00","0","7280","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","6692","","0.00","0","588","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","0.00%","0","88","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Post-discharge continuing care plan created","99.78%","448","449","","Not Available","0","0","7","Not Available","0","0","7","99.72%","351","352","","100.00%","97","97","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","18.04%","81","449","","Not Available","0","0","7","Not Available","0","0","7","16.76%","59","352","","22.68%","22","97","","Alcohol Use Screening","50.68%","259","511","","Assessment of Patient Experience of Care","No","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"404009","CENTRO DE SALUD CONDUCTUAL MENONITA-CIMA","CARR ESTATAL 14 INTERIOR SARGENTO GERARDO SANTIAGO","AIBONITO","PR","00705","AIBONITO","Hours of physical-restraint use","0.36","90.1","10429","","Not Available","0","0","7","Not Available","0","0","7","0.42","90.1","8964","","0.00","0","1465","","Hours of seclusion","0.00","0","10429","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","8964","","0.00","0","1465","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","0.00%","0","122","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Post-discharge continuing care plan created","98.45%","828","841","","Not Available","0","0","7","Not Available","0","0","7","98.98%","680","687","","96.10%","148","154","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","76.46%","643","841","","Not Available","0","0","7","Not Available","0","0","7","77.44%","532","687","","72.08%","111","154","","Alcohol Use Screening","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"410004","ROGER WILLIAMS MEDICAL CENTER","825 CHALKSTONE AVENUE","PROVIDENCE","RI","02908","PROVIDENCE","Hours of physical-restraint use","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Hours of seclusion","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Patients discharged on multiple antipsychotic medications","30.00%","36","120","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","32.69%","34","104","","Patients discharged on multiple antipsychotic medications with appropriate justification","74.29%","26","35","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","72.73%","24","33","","Post-discharge continuing care plan created","98.80%","164","166","","Not Available","0","0","7","Not Available","0","0","7","100.00%","23","23","","98.60%","141","143","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","91.41%","149","163","","Not Available","0","0","7","Not Available","0","0","7","86.96%","20","23","","92.14%","129","140","","Alcohol Use Screening","97.81%","134","137","","Assessment of Patient Experience of Care","Yes","","Highest level typical use of an EHR system","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"410005","OUR LADY OF FATIMA HOSPITAL","200 HIGH SERVICE AVENUE","NORTH PROVIDENCE","RI","02904","PROVIDENCE","Hours of physical-restraint use","0.41","172.99","17656","","Not Available","0","0","7","Not Available","0","0","7","0.50","152.54","12705","","0.17","20.45","4951","","Hours of seclusion","1.07","453.89","17656","","Not Available","0","0","7","Not Available","0","0","7","1.44","438.56","12705","","0.13","15.33","4951","","Patients discharged on multiple antipsychotic medications","8.42%","24","285","","Not Available","0","0","7","Not Available","0","0","7","9.77%","17","174","","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","51.07%","215","421","","Not Available","0","0","7","Not Available","0","0","7","67.73%","170","251","","26.47%","45","170","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","50.12%","211","421","","Not Available","0","0","7","Not Available","0","0","7","67.33%","169","251","","24.71%","42","170","","Alcohol Use Screening","55.28%","335","606","","Assessment of Patient Experience of Care","Yes","","Highest level typical use of an EHR system","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"410006","NEWPORT HOSPITAL","FRIENDSHIP STREET","NEWPORT","RI","02840","NEWPORT","Hours of physical-restraint use","0.18","18.35","4208","","Not Available","0","0","7","Not Available","0","0","7","0.20","18.35","3846","","0.00","0","362","","Hours of seclusion","0.22","20.27","3846","","Not Available","0","0","7","Not Available","0","0","7","0.24","20.27","3484","","0.00","0","362","","Patients discharged on multiple antipsychotic medications","8.67%","34","392","","Not Available","0","0","7","Not Available","0","0","7","8.36%","31","371","","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","64.00%","16","25","","Not Available","0","0","7","Not Available","0","0","7","63.64%","14","22","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","90.18%","542","601","","Not Available","0","0","7","Not Available","0","0","7","90.80%","513","565","","80.56%","29","36","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","84.86%","510","601","","Not Available","0","0","7","Not Available","0","0","7","85.49%","483","565","","75.00%","27","36","","Alcohol Use Screening","63.47%","238","375","","Assessment of Patient Experience of Care","Yes","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","Yes","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"410007","RHODE ISLAND HOSPITAL","593 EDDY STREET","PROVIDENCE","RI","02903","PROVIDENCE","Hours of physical-restraint use","0.51","259.55","21388","","0.84","8.6","426","","1.41","74.97","2208","","0.40","142.29","14849","","0.36","33.69","3905","","Hours of seclusion","0.27","140.83","21388","","0.13","1.3","426","","0.00","0","2208","","0.38","136.95","14849","","0.03","2.58","3905","","Patients discharged on multiple antipsychotic medications","8.38%","31","370","","0.00%","0","11","","0.00%","0","33","","12.44%","27","217","","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","91.78%","692","754","","96.43%","27","28","","92.25%","131","142","","88.97%","363","408","","97.16%","171","176","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","80.79%","610","755","","71.43%","20","28","","75.35%","107","142","","82.64%","338","409","","82.39%","145","176","","Alcohol Use Screening","71.19%","299","420","","Assessment of Patient Experience of Care","Yes","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","Yes","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"410011","LANDMARK MEDICAL CENTER,  INC","115 CASS AVE","WOONSOCKET","RI","02895","PROVIDENCE","Hours of physical-restraint use","0.00",".5","4998","","Not Available","0","0","7","Not Available","0","0","7","0.00",".5","4301","","0.00","0","697","","Hours of seclusion","0.07","8.91","4998","","Not Available","0","0","7","Not Available","0","0","7","0.09","8.91","4301","","0.00","0","697","","Patients discharged on multiple antipsychotic medications","14.67%","22","150","","Not Available","0","0","7","Not Available","0","0","7","16.13%","20","124","","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","73.68%","14","19","","Not Available","0","0","7","Not Available","0","0","7","76.47%","13","17","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.57%","232","233","","Not Available","0","0","7","Not Available","0","0","7","100.00%","189","189","","97.73%","43","44","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","98.28%","229","233","","Not Available","0","0","7","Not Available","0","0","7","98.41%","186","189","","97.73%","43","44","","Alcohol Use Screening","94.54%","433","458","","Assessment of Patient Experience of Care","No","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"414000","BUTLER HOSPITAL","345 BLACKSTONE BLVD","PROVIDENCE","RI","02906","PROVIDENCE","Hours of physical-restraint use","0.30","389.82","53290","","0.00","0","7","","0.33","32.79","4100","","0.30","294.36","41542","","0.34","62.67","7641","","Hours of seclusion","0.55","704.41","53290","","0.00","0","7","","0.18","18.03","4100","","0.69","684.7","41542","","0.01","1.68","7641","","Patients discharged on multiple antipsychotic medications","5.66%","37","654","","Not Available","0","0","7","Not Available","Not Available","Not Available","1","7.19%","33","459","","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","40.00%","14","35","","Not Available","0","0","7","Not Available","Not Available","Not Available","1","45.16%","14","31","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","96.87%","1392","1437","","Not Available","Not Available","Not Available","1","97.89%","279","285","","96.48%","931","965","","97.31%","181","186","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","88.87%","1277","1437","","Not Available","Not Available","Not Available","1","91.93%","262","285","","88.08%","850","965","","88.17%","164","186","","Alcohol Use Screening","82.58%","678","821","","Assessment of Patient Experience of Care","Yes","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"414003","EMMA PENDLETON BRADLEY HOSPITAL","1011 VETERANS MEMORIAL PARKWAY","EAST PROVIDENCE","RI","02915","PROVIDENCE","Hours of physical-restraint use","1.12","625.12","23294","","0.92","189.43","8563","","0.78","250.91","13360","","5.62","184.78","1371","","Not Available","0","0","7","Hours of seclusion","0.45","251.68","23294","","0.76","156.23","8563","","0.29","92.66","13360","","0.08","2.79","1371","","Not Available","0","0","7","Patients discharged on multiple antipsychotic medications","3.43%","17","496","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Post-discharge continuing care plan created","97.87%","1378","1408","","98.50%","329","334","","97.84%","996","1018","","94.64%","53","56","","Not Available","0","0","7","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","97.44%","1372","1408","","97.01%","324","334","","97.84%","996","1018","","92.86%","52","56","","Not Available","0","0","7","Alcohol Use Screening","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","Yes","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"420002","PIEDMONT MEDICAL CENTER","222 S HERLONG AVE","ROCK HILL","SC","29730","YORK","Hours of physical-restraint use","0.05","5.07","4662","","Not Available","0","0","7","0.00","0","2","","0.05","5.07","4380","","0.00","0","280","","Hours of seclusion","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.11%","222","224","","Not Available","0","0","7","Not Available","0","0","7","98.97%","193","195","","100.00%","29","29","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","99.11%","222","224","","Not Available","0","0","7","Not Available","0","0","7","98.97%","193","195","","100.00%","29","29","","Alcohol Use Screening","89.91%","312","347","","Assessment of Patient Experience of Care","Yes","","Highest level typical use of an EHR system","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"420004","MUSC MEDICAL CENTER","169 ASHLEY AVE","CHARLESTON","SC","29425","CHARLESTON","Hours of physical-restraint use","0.05","41.13","31658","","0.09","4.54","2168","","0.06","6.49","4827","","0.07","29.94","18872","","0.00",".16","5791","","Hours of seclusion","0.34","257.76","31658","","1.31","68.02","2168","","0.73","84.96","4827","","0.22","97.65","18872","","0.05","7.13","5791","","Patients discharged on multiple antipsychotic medications","7.69%","33","429","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","8.00%","18","225","","10.17%","12","118","","Patients discharged on multiple antipsychotic medications with appropriate justification","65.63%","21","32","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","70.59%","12","17","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","98.02%","1089","1111","","99.56%","225","226","","98.70%","228","231","","98.23%","445","453","","95.02%","191","201","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","54.64%","607","1111","","53.54%","121","226","","53.25%","123","231","","56.07%","254","453","","54.23%","109","201","","Alcohol Use Screening","100.00%","662","662","","Assessment of Patient Experience of Care","Yes","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"420018","PALMETTO HEALTH RICHLAND","5 RICHLAND MEDICAL PARK","COLUMBIA","SC","29203","RICHLAND","Hours of physical-restraint use","0.02","5.5","13272","","Not Available","0","0","7","Not Available","0","0","7","0.02","5.5","12353","","0.00","0","919","","Hours of seclusion","0.68","215.02","13272","","Not Available","0","0","7","Not Available","0","0","7","0.67","197.92","12353","","0.78","17.1","919","","Patients discharged on multiple antipsychotic medications","14.14%","14","99","","Not Available","0","0","7","Not Available","0","0","7","13.98%","13","93","","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","57.98%","138","238","","Not Available","0","0","7","Not Available","0","0","7","61.03%","130","213","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","43.28%","103","238","","Not Available","0","0","7","Not Available","0","0","7","45.54%","97","213","","Not Available","Not Available","Not Available","1","Alcohol Use Screening","41.33%","274","663","","Assessment of Patient Experience of Care","Yes","","Highest level typical use of an EHR system","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
