"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"VT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"WA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","172","","07/01/2014","06/30/2015"
"WI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","147","","07/01/2014","06/30/2015"
"WV","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","148","","07/01/2014","06/30/2015"
"WY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"AK","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","134","","07/01/2014","06/30/2015"
"AL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","148","","07/01/2014","06/30/2015"
"AR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","135","","07/01/2014","06/30/2015"
"AZ","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","175","","07/01/2014","06/30/2015"
"CA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","170","","07/01/2014","06/30/2015"
"CO","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","148","","07/01/2014","06/30/2015"
"CT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","148","","07/01/2014","06/30/2015"
"DC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","224","","07/01/2014","06/30/2015"
"DE","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","169","","07/01/2014","06/30/2015"
"FL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","147","","07/01/2014","06/30/2015"
"GA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","152","","07/01/2014","06/30/2015"
"HI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","141","","07/01/2014","06/30/2015"
"IA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","135","","07/01/2014","06/30/2015"
"ID","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","130","","07/01/2014","06/30/2015"
"IL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","155","","07/01/2014","06/30/2015"
"IN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","139","","07/01/2014","06/30/2015"
"KS","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","141","","07/01/2014","06/30/2015"
"KY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","147","","07/01/2014","06/30/2015"
"LA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","137","","07/01/2014","06/30/2015"
"MA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","159","","07/01/2014","06/30/2015"
"MD","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","172","","07/01/2014","06/30/2015"
"ME","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","162","","07/01/2014","06/30/2015"
"MI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","143","","07/01/2014","06/30/2015"
"MN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","150","","07/01/2014","06/30/2015"
"MO","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","150","","07/01/2014","06/30/2015"
"MS","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","133","","07/01/2014","06/30/2015"
"MT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","128","","07/01/2014","06/30/2015"
"NC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","153","","07/01/2014","06/30/2015"
"ND","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","134","","07/01/2014","06/30/2015"
"NE","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","136","","07/01/2014","06/30/2015"
"NH","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","147","","07/01/2014","06/30/2015"
"NJ","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","155","","07/01/2014","06/30/2015"
"NM","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","181","","07/01/2014","06/30/2015"
"NV","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","162","","07/01/2014","06/30/2015"
"NY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","163","","07/01/2014","06/30/2015"
"OH","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","140","","07/01/2014","06/30/2015"
"OK","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","123","","07/01/2014","06/30/2015"
"OR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","162","","07/01/2014","06/30/2015"
"PA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","141","","07/01/2014","06/30/2015"
"PR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"RI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","196","","07/01/2014","06/30/2015"
"SC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","138","","07/01/2014","06/30/2015"
"SD","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","127","","07/01/2014","06/30/2015"
"TN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","145","","07/01/2014","06/30/2015"
"TX","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","147","","07/01/2014","06/30/2015"
"UT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","148","","07/01/2014","06/30/2015"
"VA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","148","","07/01/2014","06/30/2015"
"VI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"VT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","161","","07/01/2014","06/30/2015"
"WA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","153","","07/01/2014","06/30/2015"
"WI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","139","","07/01/2014","06/30/2015"
"WV","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","148","","07/01/2014","06/30/2015"
"WY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_OVERALL_MIN","145","","07/01/2014","06/30/2015"
"AK","Emergency Department","Door to diagnostic eval","OP_20","25","","07/01/2014","06/30/2015"
"AL","Emergency Department","Door to diagnostic eval","OP_20","30","","07/01/2014","06/30/2015"
"AR","Emergency Department","Door to diagnostic eval","OP_20","25","","07/01/2014","06/30/2015"
"AS","Emergency Department","Door to diagnostic eval","OP_20","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"AZ","Emergency Department","Door to diagnostic eval","OP_20","28","","07/01/2014","06/30/2015"
"CA","Emergency Department","Door to diagnostic eval","OP_20","28","","07/01/2014","06/30/2015"
"CO","Emergency Department","Door to diagnostic eval","OP_20","15","","07/01/2014","06/30/2015"
"CT","Emergency Department","Door to diagnostic eval","OP_20","26","","07/01/2014","06/30/2015"
"DC","Emergency Department","Door to diagnostic eval","OP_20","57","","07/01/2014","06/30/2015"
"DE","Emergency Department","Door to diagnostic eval","OP_20","32","","07/01/2014","06/30/2015"
"FL","Emergency Department","Door to diagnostic eval","OP_20","22","","07/01/2014","06/30/2015"
"GA","Emergency Department","Door to diagnostic eval","OP_20","31","","07/01/2014","06/30/2015"
"GU","Emergency Department","Door to diagnostic eval","OP_20","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"HI","Emergency Department","Door to diagnostic eval","OP_20","19","","07/01/2014","06/30/2015"
"IA","Emergency Department","Door to diagnostic eval","OP_20","22","","07/01/2014","06/30/2015"
"ID","Emergency Department","Door to diagnostic eval","OP_20","21","","07/01/2014","06/30/2015"
"IL","Emergency Department","Door to diagnostic eval","OP_20","26","","07/01/2014","06/30/2015"
"IN","Emergency Department","Door to diagnostic eval","OP_20","18","","07/01/2014","06/30/2015"
"KS","Emergency Department","Door to diagnostic eval","OP_20","18","","07/01/2014","06/30/2015"
"KY","Emergency Department","Door to diagnostic eval","OP_20","23","","07/01/2014","06/30/2015"
"LA","Emergency Department","Door to diagnostic eval","OP_20","22","","07/01/2014","06/30/2015"
"MA","Emergency Department","Door to diagnostic eval","OP_20","38","","07/01/2014","06/30/2015"
"MD","Emergency Department","Door to diagnostic eval","OP_20","47","","07/01/2014","06/30/2015"
"ME","Emergency Department","Door to diagnostic eval","OP_20","26","","07/01/2014","06/30/2015"
"MI","Emergency Department","Door to diagnostic eval","OP_20","22","","07/01/2014","06/30/2015"
"MN","Emergency Department","Door to diagnostic eval","OP_20","20","","07/01/2014","06/30/2015"
"MO","Emergency Department","Door to diagnostic eval","OP_20","26","","07/01/2014","06/30/2015"
"MP","Emergency Department","Door to diagnostic eval","OP_20","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"MS","Emergency Department","Door to diagnostic eval","OP_20","24","","07/01/2014","06/30/2015"
"MT","Emergency Department","Door to diagnostic eval","OP_20","21","","07/01/2014","06/30/2015"
"NC","Emergency Department","Door to diagnostic eval","OP_20","30","","07/01/2014","06/30/2015"
"ND","Emergency Department","Door to diagnostic eval","OP_20","21","","07/01/2014","06/30/2015"
"NE","Emergency Department","Door to diagnostic eval","OP_20","20","","07/01/2014","06/30/2015"
"NH","Emergency Department","Door to diagnostic eval","OP_20","27","","07/01/2014","06/30/2015"
"NJ","Emergency Department","Door to diagnostic eval","OP_20","29","","07/01/2014","06/30/2015"
"NM","Emergency Department","Door to diagnostic eval","OP_20","25","","07/01/2014","06/30/2015"
"NV","Emergency Department","Door to diagnostic eval","OP_20","23","","07/01/2014","06/30/2015"
"NY","Emergency Department","Door to diagnostic eval","OP_20","22","","07/01/2014","06/30/2015"
"OH","Emergency Department","Door to diagnostic eval","OP_20","19","","07/01/2014","06/30/2015"
"OK","Emergency Department","Door to diagnostic eval","OP_20","21","","07/01/2014","06/30/2015"
"OR","Emergency Department","Door to diagnostic eval","OP_20","31","","07/01/2014","06/30/2015"
"PA","Emergency Department","Door to diagnostic eval","OP_20","24","","07/01/2014","06/30/2015"
"PR","Emergency Department","Door to diagnostic eval","OP_20","45","","07/01/2014","06/30/2015"
"RI","Emergency Department","Door to diagnostic eval","OP_20","26","","07/01/2014","06/30/2015"
"SC","Emergency Department","Door to diagnostic eval","OP_20","31","","07/01/2014","06/30/2015"
"SD","Emergency Department","Door to diagnostic eval","OP_20","17","","07/01/2014","06/30/2015"
"TN","Emergency Department","Door to diagnostic eval","OP_20","22","","07/01/2014","06/30/2015"
"TX","Emergency Department","Door to diagnostic eval","OP_20","21","","07/01/2014","06/30/2015"
"UT","Emergency Department","Door to diagnostic eval","OP_20","16","","07/01/2014","06/30/2015"
"VA","Emergency Department","Door to diagnostic eval","OP_20","21","","07/01/2014","06/30/2015"
"VI","Emergency Department","Door to diagnostic eval","OP_20","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"VT","Emergency Department","Door to diagnostic eval","OP_20","25","","07/01/2014","06/30/2015"
"WA","Emergency Department","Door to diagnostic eval","OP_20","24","","07/01/2014","06/30/2015"
"WI","Emergency Department","Door to diagnostic eval","OP_20","18","","07/01/2014","06/30/2015"
"WV","Emergency Department","Door to diagnostic eval","OP_20","27","","07/01/2014","06/30/2015"
"WY","Emergency Department","Door to diagnostic eval","OP_20","18","","07/01/2014","06/30/2015"
"AK","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","28","","07/01/2014","06/30/2015"
"AL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","30","","07/01/2014","06/30/2015"
"AR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","21","","07/01/2014","06/30/2015"
"AZ","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","17","","07/01/2014","06/30/2015"
"CA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","24","","07/01/2014","06/30/2015"
"CO","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","15","","07/01/2014","06/30/2015"
"CT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","21","","07/01/2014","06/30/2015"
"DC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"DE","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"FL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","21","","07/01/2014","06/30/2015"
"GA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","27","","07/01/2014","06/30/2015"
"HI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","14","","07/01/2014","06/30/2015"
"IA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","25","","07/01/2014","06/30/2015"
"ID","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","24","","07/01/2014","06/30/2015"
"IL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","20","","07/01/2014","06/30/2015"
"IN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","18","","07/01/2014","06/30/2015"
"KS","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","21","","07/01/2014","06/30/2015"
"KY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","20","","07/01/2014","06/30/2015"
"LA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","22","","07/01/2014","06/30/2015"
"MA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","22","","07/01/2014","06/30/2015"
"MD","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","12","","07/01/2014","06/30/2015"
"ME","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","27","","07/01/2014","06/30/2015"
"MI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","22","","07/01/2014","06/30/2015"
"MN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","14","","07/01/2014","06/30/2015"
"MO","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","20","","07/01/2014","06/30/2015"
"MS","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","29","","07/01/2014","06/30/2015"
"MT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","27","","07/01/2014","06/30/2015"
"NC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","28","","07/01/2014","06/30/2015"
"ND","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","33","","07/01/2014","06/30/2015"
"NE","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","16","","07/01/2014","06/30/2015"
"NH","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","28","","07/01/2014","06/30/2015"
"NJ","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","23","","07/01/2014","06/30/2015"
"NM","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","22","","07/01/2014","06/30/2015"
"NV","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","21","","07/01/2014","06/30/2015"
"NY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","22","","07/01/2014","06/30/2015"
"OH","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","15","","07/01/2014","06/30/2015"
"OK","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","20","","07/01/2014","06/30/2015"
"OR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","27","","07/01/2014","06/30/2015"
"PA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","22","","07/01/2014","06/30/2015"
"PR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"RI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"SC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","25","","07/01/2014","06/30/2015"
"SD","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","18","","07/01/2014","06/30/2015"
"TN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","23","","07/01/2014","06/30/2015"
"TX","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","20","","07/01/2014","06/30/2015"
"UT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","11","","07/01/2014","06/30/2015"
"VA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","19","","07/01/2014","06/30/2015"
"VI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"VT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","24","","07/01/2014","06/30/2015"
"WA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","17","","07/01/2014","06/30/2015"
"WI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","18","","07/01/2014","06/30/2015"
"WV","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","21","","07/01/2014","06/30/2015"
"WY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_LOW_MIN","14","","07/01/2014","06/30/2015"
"AK","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","15","","07/01/2014","06/30/2015"
"AL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","31","","07/01/2014","06/30/2015"
"AR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","34","","07/01/2014","06/30/2015"
"AZ","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","22","","07/01/2014","06/30/2015"
"CA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","32","","07/01/2014","06/30/2015"
"CO","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","14","","07/01/2014","06/30/2015"
"CT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","21","","07/01/2014","06/30/2015"
"DC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","42","","07/01/2014","06/30/2015"
"DE","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","39.5","","07/01/2014","06/30/2015"
"FL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","24.5","","07/01/2014","06/30/2015"
"GA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","31","","07/01/2014","06/30/2015"
"HI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","24","","07/01/2014","06/30/2015"
"IA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","22.5","","07/01/2014","06/30/2015"
"ID","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","13","","07/01/2014","06/30/2015"
"IL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","27.5","","07/01/2014","06/30/2015"
"IN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","19.5","","07/01/2014","06/30/2015"
"KS","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","16","","07/01/2014","06/30/2015"
"KY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","25","","07/01/2014","06/30/2015"
"LA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","22.5","","07/01/2014","06/30/2015"
"MA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","36","","07/01/2014","06/30/2015"
"MD","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","37","","07/01/2014","06/30/2015"
"ME","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","23.5","","07/01/2014","06/30/2015"
"MI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","23","","07/01/2014","06/30/2015"
"MN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","16.5","","07/01/2014","06/30/2015"
"MO","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","26","","07/01/2014","06/30/2015"
"MS","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","23","","07/01/2014","06/30/2015"
"MT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","24","","07/01/2014","06/30/2015"
"NC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","25","","07/01/2014","06/30/2015"
"ND","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","17","","07/01/2014","06/30/2015"
"NE","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","16.5","","07/01/2014","06/30/2015"
"NH","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","35.5","","07/01/2014","06/30/2015"
"NJ","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","29","","07/01/2014","06/30/2015"
"NM","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","22","","07/01/2014","06/30/2015"
"NV","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","15","","07/01/2014","06/30/2015"
"NY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","31","","07/01/2014","06/30/2015"
"OH","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","20","","07/01/2014","06/30/2015"
"OK","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","25","","07/01/2014","06/30/2015"
"OR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","27","","07/01/2014","06/30/2015"
"PA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","25.5","","07/01/2014","06/30/2015"
