"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MI","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.573","","01/01/2015","06/30/2015"
"MN","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.414","","01/01/2015","06/30/2015"
"MO","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.437","","01/01/2015","06/30/2015"
"MP","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","06/30/2015"
"MS","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.416","","01/01/2015","06/30/2015"
"MT","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.350","","01/01/2015","06/30/2015"
"NC","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.456","","01/01/2015","06/30/2015"
"ND","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.275","","01/01/2015","06/30/2015"
"NE","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.486","","01/01/2015","06/30/2015"
"NH","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.354","","01/01/2015","06/30/2015"
"NJ","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.591","","01/01/2015","06/30/2015"
"NM","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.462","","01/01/2015","06/30/2015"
"NV","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.299","","01/01/2015","06/30/2015"
"NY","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.635","","01/01/2015","06/30/2015"
"OH","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.432","","01/01/2015","06/30/2015"
"OK","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.442","","01/01/2015","06/30/2015"
"OR","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.454","","01/01/2015","06/30/2015"
"PA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.577","","01/01/2015","06/30/2015"
"PR","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.213","","01/01/2015","06/30/2015"
"RI","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.567","","01/01/2015","06/30/2015"
"SC","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.523","","01/01/2015","06/30/2015"
"SD","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.350","","01/01/2015","06/30/2015"
"TN","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.436","","01/01/2015","06/30/2015"
"TX","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.480","","01/01/2015","06/30/2015"
"UT","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.734","","01/01/2015","06/30/2015"
"VA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.509","","01/01/2015","06/30/2015"
"VI","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.328","","01/01/2015","06/30/2015"
"VT","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.306","","01/01/2015","06/30/2015"
"WA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.439","","01/01/2015","06/30/2015"
"WI","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.405","","01/01/2015","06/30/2015"
"WV","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.309","","01/01/2015","06/30/2015"
"WY","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.070","","01/01/2015","06/30/2015"
"AK","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","1.233","","07/01/2014","06/30/2015"
"AL","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.675","","07/01/2014","06/30/2015"
"AR","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.887","","07/01/2014","06/30/2015"
"AS","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"AZ","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.822","","07/01/2014","06/30/2015"
"CA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.961","","07/01/2014","06/30/2015"
"CO","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.597","","07/01/2014","06/30/2015"
"CT","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","1.067","","07/01/2014","06/30/2015"
"DC","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.774","","07/01/2014","06/30/2015"
"DE","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","1.007","","07/01/2014","06/30/2015"
"FL","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.782","","07/01/2014","06/30/2015"
"GA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","1.008","","07/01/2014","06/30/2015"
"GU","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"HI","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.584","","07/01/2014","06/30/2015"
"IA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.861","","07/01/2014","06/30/2015"
"ID","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.802","","07/01/2014","06/30/2015"
"IL","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.800","","07/01/2014","06/30/2015"
"IN","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.862","","07/01/2014","06/30/2015"
"KS","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.889","","07/01/2014","06/30/2015"
"KY","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.818","","07/01/2014","06/30/2015"
"LA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.757","","07/01/2014","06/30/2015"
"MA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","1.049","","07/01/2014","06/30/2015"
"MD","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","1.126","","07/01/2014","06/30/2015"
"ME","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","1.313","","07/01/2014","06/30/2015"
"MI","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.911","","07/01/2014","06/30/2015"
"MN","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.941","","07/01/2014","06/30/2015"
"MO","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.885","","07/01/2014","06/30/2015"
"MP","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"MS","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.694","","07/01/2014","06/30/2015"
"MT","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.754","","07/01/2014","06/30/2015"
"NC","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.857","","07/01/2014","06/30/2015"
"ND","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.512","","07/01/2014","06/30/2015"
"NE","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","1.159","","07/01/2014","06/30/2015"
"NH","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.860","","07/01/2014","06/30/2015"
"NJ","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.979","","07/01/2014","06/30/2015"
"NM","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.914","","07/01/2014","06/30/2015"
"NV","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.753","","07/01/2014","06/30/2015"
"NY","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.857","","07/01/2014","06/30/2015"
"OH","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.729","","07/01/2014","06/30/2015"
"OK","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.746","","07/01/2014","06/30/2015"
"OR","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.999","","07/01/2014","06/30/2015"
"PA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.866","","07/01/2014","06/30/2015"
"PR","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.431","","07/01/2014","06/30/2015"
"RI","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","1.144","","07/01/2014","06/30/2015"
"SC","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.912","","07/01/2014","06/30/2015"
"SD","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","1.056","","07/01/2014","06/30/2015"
"TN","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.930","","07/01/2014","06/30/2015"
"TX","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.866","","07/01/2014","06/30/2015"
"UT","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","1.096","","07/01/2014","06/30/2015"
"VA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.857","","07/01/2014","06/30/2015"
"VI","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","3.030","","07/01/2014","06/30/2015"
"VT","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.802","","07/01/2014","06/30/2015"
"WA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.894","","07/01/2014","06/30/2015"
"WI","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.847","","07/01/2014","06/30/2015"
"WV","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.482","","07/01/2014","06/30/2015"
"WY","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.532","","07/01/2014","06/30/2015"
"AK","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.912","","07/01/2014","06/30/2015"
"AL","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.746","","07/01/2014","06/30/2015"
"AR","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.015","","07/01/2014","06/30/2015"
"AS","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"AZ","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.918","","07/01/2014","06/30/2015"
"CA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.005","","07/01/2014","06/30/2015"
"CO","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.697","","07/01/2014","06/30/2015"
"CT","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.208","","07/01/2014","06/30/2015"
"DC","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.958","","07/01/2014","06/30/2015"
"DE","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.317","","07/01/2014","06/30/2015"
"FL","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.825","","07/01/2014","06/30/2015"
"GA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.086","","07/01/2014","06/30/2015"
"GU","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.278","","07/01/2014","06/30/2015"
"HI","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.815","","07/01/2014","06/30/2015"
"IA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.029","","07/01/2014","06/30/2015"
"ID","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.049","","07/01/2014","06/30/2015"
"IL","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.868","","07/01/2014","06/30/2015"
"IN","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.952","","07/01/2014","06/30/2015"
"KS","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.035","","07/01/2014","06/30/2015"
"KY","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.912","","07/01/2014","06/30/2015"
"LA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.843","","07/01/2014","06/30/2015"
"MA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.142","","07/01/2014","06/30/2015"
"MD","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.240","","07/01/2014","06/30/2015"
"ME","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.657","","07/01/2014","06/30/2015"
"MI","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.979","","07/01/2014","06/30/2015"
"MN","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.069","","07/01/2014","06/30/2015"
"MO","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.970","","07/01/2014","06/30/2015"
"MP","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"MS","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.805","","07/01/2014","06/30/2015"
"MT","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.132","","07/01/2014","06/30/2015"
"NC","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.930","","07/01/2014","06/30/2015"
"ND","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.745","","07/01/2014","06/30/2015"
"NE","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.404","","07/01/2014","06/30/2015"
"NH","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.125","","07/01/2014","06/30/2015"
"NJ","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.063","","07/01/2014","06/30/2015"
"NM","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.112","","07/01/2014","06/30/2015"
"NV","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.870","","07/01/2014","06/30/2015"
"NY","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.906","","07/01/2014","06/30/2015"
"OH","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.782","","07/01/2014","06/30/2015"
"OK","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.851","","07/01/2014","06/30/2015"
"OR","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.163","","07/01/2014","06/30/2015"
"PA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.922","","07/01/2014","06/30/2015"
"PR","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.593","","07/01/2014","06/30/2015"
"RI","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.446","","07/01/2014","06/30/2015"
"SC","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.020","","07/01/2014","06/30/2015"
"SD","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.466","","07/01/2014","06/30/2015"
"TN","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.006","","07/01/2014","06/30/2015"
"TX","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.911","","07/01/2014","06/30/2015"
"UT","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.299","","07/01/2014","06/30/2015"
"VA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.942","","07/01/2014","06/30/2015"
"VI","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","5.754","","07/01/2014","06/30/2015"
"VT","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.216","","07/01/2014","06/30/2015"
"WA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.011","","07/01/2014","06/30/2015"
"WI","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.961","","07/01/2014","06/30/2015"
"WV","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.584","","07/01/2014","06/30/2015"
"WY","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.179","","07/01/2014","06/30/2015"
"AK","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.754","","07/01/2014","06/30/2015"
"AL","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.610","","07/01/2014","06/30/2015"
"AR","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.772","","07/01/2014","06/30/2015"
"AS","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"AZ","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.734","","07/01/2014","06/30/2015"
"CA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.918","","07/01/2014","06/30/2015"
"CO","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.509","","07/01/2014","06/30/2015"
"CT","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.939","","07/01/2014","06/30/2015"
"DC","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.618","","07/01/2014","06/30/2015"
"DE","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.755","","07/01/2014","06/30/2015"
"FL","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.741","","07/01/2014","06/30/2015"
"GA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.935","","07/01/2014","06/30/2015"
"GU","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.013","","07/01/2014","06/30/2015"
"HI","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.407","","07/01/2014","06/30/2015"
"IA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.715","","07/01/2014","06/30/2015"
"ID","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.602","","07/01/2014","06/30/2015"
"IL","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.736","","07/01/2014","06/30/2015"
"IN","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.779","","07/01/2014","06/30/2015"
"KS","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.758","","07/01/2014","06/30/2015"
"KY","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.732","","07/01/2014","06/30/2015"
"LA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.677","","07/01/2014","06/30/2015"
"MA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.961","","07/01/2014","06/30/2015"
"MD","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","1.019","","07/01/2014","06/30/2015"
"ME","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","1.025","","07/01/2014","06/30/2015"
"MI","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.846","","07/01/2014","06/30/2015"
"MN","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.825","","07/01/2014","06/30/2015"
"MO","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.805","","07/01/2014","06/30/2015"
"MP","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"MS","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.595","","07/01/2014","06/30/2015"
"MT","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.479","","07/01/2014","06/30/2015"
"NC","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.789","","07/01/2014","06/30/2015"
"ND","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.339","","07/01/2014","06/30/2015"
"NE","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.948","","07/01/2014","06/30/2015"
"NH","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.645","","07/01/2014","06/30/2015"
"NJ","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.901","","07/01/2014","06/30/2015"
"NM","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.744","","07/01/2014","06/30/2015"
"NV","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.648","","07/01/2014","06/30/2015"
"NY","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.809","","07/01/2014","06/30/2015"
"OH","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.678","","07/01/2014","06/30/2015"
"OK","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.652","","07/01/2014","06/30/2015"
"OR","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.852","","07/01/2014","06/30/2015"
"PA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.812","","07/01/2014","06/30/2015"
"PR","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.305","","07/01/2014","06/30/2015"
"RI","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.892","","07/01/2014","06/30/2015"
"SC","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.812","","07/01/2014","06/30/2015"
"SD","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.739","","07/01/2014","06/30/2015"
"TN","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.858","","07/01/2014","06/30/2015"
"TX","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.823","","07/01/2014","06/30/2015"
"UT","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.917","","07/01/2014","06/30/2015"
"VA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.778","","07/01/2014","06/30/2015"
"VI","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","1.407","","07/01/2014","06/30/2015"
"VT","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.503","","07/01/2014","06/30/2015"
"WA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.787","","07/01/2014","06/30/2015"
"WI","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.743","","07/01/2014","06/30/2015"
"WV","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.394","","07/01/2014","06/30/2015"
"WY","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.195","","07/01/2014","06/30/2015"
"AK","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.505","","07/01/2014","06/30/2015"
"AL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.839","","07/01/2014","06/30/2015"
"AR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.815","","07/01/2014","06/30/2015"
"AS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"AZ","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.240","","07/01/2014","06/30/2015"
"CA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.134","","07/01/2014","06/30/2015"
"CO","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.898","","07/01/2014","06/30/2015"
"CT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.184","","07/01/2014","06/30/2015"
"DC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.701","","07/01/2014","06/30/2015"
"DE","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.506","","07/01/2014","06/30/2015"
"FL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.859","","07/01/2014","06/30/2015"
"GA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.938","","07/01/2014","06/30/2015"
"GU","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"HI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.990","","07/01/2014","06/30/2015"
"IA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.134","","07/01/2014","06/30/2015"
"ID","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.202","","07/01/2014","06/30/2015"
"IL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.885","","07/01/2014","06/30/2015"
"IN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.012","","07/01/2014","06/30/2015"
"KS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.413","","07/01/2014","06/30/2015"
"KY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.106","","07/01/2014","06/30/2015"
"LA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.898","","07/01/2014","06/30/2015"
"MA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.149","","07/01/2014","06/30/2015"
"MD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.163","","07/01/2014","06/30/2015"
"ME","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.083","","07/01/2014","06/30/2015"
"MI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.094","","07/01/2014","06/30/2015"
"MN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.133","","07/01/2014","06/30/2015"
"MO","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.909","","07/01/2014","06/30/2015"
"MP","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"MS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.601","","07/01/2014","06/30/2015"
"MT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.710","","07/01/2014","06/30/2015"
"NC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.829","","07/01/2014","06/30/2015"
"ND","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.058","","07/01/2014","06/30/2015"
"NE","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.290","","07/01/2014","06/30/2015"
"NH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.830","","07/01/2014","06/30/2015"
